Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,23.332,WAS,@,TAM,L 20-37,,14,24%,0,0%,4,15%,
2.0,2024.0,2024-09-15,2.0,2.0,23.339,WAS,,NYG,W 21-18,,22,31%,0,0%,7,33%,
3.0,2024.0,2024-09-23,3.0,3.0,23.347,WAS,@,CIN,W 38-33,,29,49%,0,0%,6,23%,
4.0,2024.0,2024-09-29,4.0,4.0,23.353,WAS,@,ARI,W 42-14,,35,49%,0,0%,6,26%,
5.0,2024.0,2024-10-06,5.0,5.0,23.36,WAS,,CLE,W 34-13,*,33,49%,0,0%,6,19%,
6.0,2024.0,2024-10-13,6.0,6.0,24.001,WAS,@,BAL,L 23-30,*,30,51%,0,0%,6,21%,
7.0,2024.0,2024-10-20,7.0,7.0,24.008,WAS,,CAR,W 40-7,*,15,22%,0,0%,3,12%,
8.0,2024.0,2024-10-27,8.0,8.0,,WAS,,CHI,W 18-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9.0,2024.0,2024-11-03,9.0,9.0,24.022,WAS,@,NYG,W 27-22,*,62,100%,0,0%,5,23%,
10.0,2024.0,2024-11-10,10.0,10.0,24.029,WAS,,PIT,L 27-28,*,64,100%,0,0%,5,16%,
11.0,2024.0,2024-11-14,11.0,11.0,24.033,WAS,@,PHI,L 18-26,*,66,100%,0,0%,2,7%,
