Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2010,2010-09-12,1,1,22.055,WAS,,DAL,W 13-7,*,0.0,,,,,,0,,,0,0,0,,,,,,,
2,2010,2010-09-19,2,2,22.062,WAS,,HOU,L 27-30,*,0.0,,,,,,0,,,0,0,0,,,,,,,
3,2010,2010-09-26,,3,,WAS,@,STL,L 16-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2010,2010-10-03,,4,,WAS,@,PHI,W 17-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2010,2010-10-10,5,5,22.083,WAS,,GNB,W 16-13,*,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
6,2010,2010-10-17,6,6,22.090,WAS,,IND,L 24-27,*,0.0,,,,,,0,,,0,0,0,,,,,,,
7,2010,2010-10-24,7,7,22.097,WAS,@,CHI,W 17-14,*,0.0,,,,,,0,,,0,0,0,,,,,,,
8,2010,2010-10-31,8,8,22.104,WAS,@,DET,L 25-37,*,0.0,,,,,,0,,,0,0,0,,,,,,,
9,2010,2010-11-15,9,10,22.119,WAS,,PHI,L 28-59,*,0.0,,,,,,0,,,0,0,0,,,,,,,
10,2010,2010-11-21,10,11,22.125,WAS,@,TEN,W 19-16,*,0.0,,,,,,0,,,0,0,0,,,,,,,
11,2010,2010-11-28,11,12,22.132,WAS,,MIN,L 13-17,*,0.0,,,,,,0,,,0,0,0,,,,,,,
12,2010,2010-12-05,12,13,22.139,WAS,@,NYG,L 7-31,,0.0,,,,,,0,,,0,0,0,,,,,,,
13,2010,2010-12-12,13,14,22.146,WAS,,TAM,L 16-17,*,0.0,,,,,,0,,,0,0,0,,,,,,,
14,2010,2010-12-19,14,15,22.153,WAS,@,DAL,L 30-33,*,0.0,,,,,,0,,,0,0,0,,,,,,,
15,2010,2010-12-26,15,16,22.160,WAS,@,JAX,W 20-17,*,0.0,,,,,,0,,,0,0,0,,,,,,,
16,2010,2011-01-02,16,17,22.167,WAS,,NYG,L 14-17,*,0.0,,,,,,0,,,0,0,0,,,,,,,
17,2011,2011-09-11,1,1,23.054,WAS,,NYG,W 28-14,*,0.0,,,,,,0,,,0,0,0,,,,,,,
18,2011,2011-09-18,2,2,23.061,WAS,,ARI,W 22-21,*,0.0,,,,,,0,,,0,0,0,,,,,,,
19,2011,2011-09-26,3,3,23.069,WAS,@,DAL,L 16-18,*,0.0,,,,,,0,,,0,0,0,,,,,,,
20,2011,2011-10-02,4,4,23.075,WAS,@,STL,W 17-10,*,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
21,2011,2011-10-16,5,6,23.089,WAS,,PHI,L 13-20,*,0.0,,,,0,0,0,,,0,0,0,,,,,,,
22,2011,2011-10-23,,7,,WAS,@,CAR,L 20-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2011,2011-10-30,,8,,WAS,@,BUF,L 0-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2011,2011-11-06,8,9,23.110,WAS,,SFO,L 11-19,*,0.0,,,,0,0,0,,,0,0,0,,,,,,,
25,2011,2011-11-13,9,10,23.117,WAS,@,MIA,L 9-20,*,0.0,,,,,,0,,,0,0,0,,,,,,,
26,2011,2011-11-20,10,11,23.124,WAS,,DAL,L 24-27,*,0.0,,,,,,0,,,0,0,0,,,,,,,
27,2011,2011-11-27,11,12,23.131,WAS,@,SEA,W 23-17,*,0.0,,,,,,0,,,0,0,0,,,,,,,
