Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
57,2017,2017-11-05,,9,,SFO,,ARI,L 10-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
58,2017,2017-11-12,,10,,SFO,,NYG,W 31-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
59,2017,2017-11-26,11,12,26.024,SFO,,SEA,L 13-24,,2,2,100.00,18,1,0,143.7,0,0,9.00,19.00,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,
60,2017,2017-12-03,12,13,26.031,SFO,@,CHI,W 15-14,*,26,37,70.27,293,0,1,82.4,2,15,7.92,6.70,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,75,100%,0,0%,0,0%,
61,2017,2017-12-10,13,14,26.038,SFO,@,HOU,W 26-16,*,20,33,60.61,334,1,1,92.2,2,20,10.12,9.36,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,
62,2017,2017-12-17,14,15,26.045,SFO,,TEN,W 25-23,*,31,43,72.09,381,1,0,106.8,3,18,8.86,9.33,0,0,,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
63,2017,2017-12-24,15,16,26.052,SFO,,JAX,W 44-33,*,21,30,70.00,242,2,1,102.4,1,4,8.07,7.90,3,3,1.00,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,66,100%,0,0%,0,0%,
64,2017,2017-12-31,16,17,26.059,SFO,@,LAR,W 34-13,*,20,33,60.61,292,2,2,84.4,0,0,8.85,7.33,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
65,2018,2018-09-09,1,1,26.311,SFO,@,MIN,L 16-24,*,15,33,45.45,261,1,3,45.1,3,24,7.91,4.42,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,
66,2018,2018-09-16,2,2,26.318,SFO,,DET,W 30-27,*,18,26,69.23,206,2,0,118.4,6,50,7.92,9.46,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-3,0,64,100%,0,0%,0,0%,
67,2018,2018-09-23,3,3,26.325,SFO,@,KAN,L 27-38,*,20,30,66.67,251,2,0,114.7,4,23,8.37,9.70,3,23,7.67,0,0,0,0,,0,0.0%,,0,0,3,0,0,1,0,0,67,99%,0,0%,0,0%,
68,2018,2018-09-30,,4,,SFO,@,LAC,L 27-29,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
69,2018,2018-10-07,,5,,SFO,,ARI,L 18-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
70,2018,2018-10-15,,6,,SFO,@,GNB,L 30-33,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
71,2018,2018-10-21,,7,,SFO,,LAR,L 10-39,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
72,2018,2018-10-28,,8,,SFO,@,ARI,L 15-18,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
73,2018,2018-11-01,,9,,SFO,,OAK,W 34-3,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
74,2018,2018-11-12,,10,,SFO,,NYG,L 23-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
75,2018,2018-11-25,,12,,SFO,@,TAM,L 9-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
76,2018,2018-12-02,,13,,SFO,@,SEA,L 16-43,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
77,2018,2018-12-09,,14,,SFO,,DEN,W 20-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
78,2018,2018-12-16,,15,,SFO,,SEA,W 26-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
79,2018,2018-12-23,,16,,SFO,,CHI,L 9-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
80,2018,2018-12-30,,17,,SFO,@,LAR,L 32-48,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
81,2019,2019-09-08,1,1,27.310,SFO,@,TAM,W 31-17,*,18,27,66.67,166,1,1,80.2,1,8,6.15,5.22,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,
82,2019,2019-09-15,2,2,27.317,SFO,@,CIN,W 41-17,*,17,25,68.00,296,3,1,131.0,0,0,11.84,12.44,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
83,2019,2019-09-22,3,3,27.324,SFO,,PIT,W 24-20,*,23,32,71.88,277,1,2,82.4,1,9,8.66,6.47,6,3,0.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,-10,0,79,100%,0,0%,0,0%,
84,2019,2019-10-07,4,5,27.339,SFO,,CLE,W 31-3,*,20,29,68.97,181,2,0,108.5,2,10,6.24,7.62,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-4,0,75,99%,0,0%,0,0%,
85,2019,2019-10-13,5,6,27.345,SFO,@,LAR,W 20-7,*,24,33,72.73,243,0,1,80.7,2,11,7.36,6.00,5,4,0.80,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,77,100%,0,0%,0,0%,
86,2019,2019-10-20,6,7,27.352,SFO,@,WAS,W 9-0,*,12,21,57.14,151,0,1,59.8,2,5,7.19,5.05,4,20,5.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-6,0,64,100%,0,0%,0,0%,
87,2019,2019-10-27,7,8,27.359,SFO,,CAR,W 51-13,*,18,22,81.82,175,2,1,111.2,3,19,7.95,7.73,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,58,89%,0,0%,0,0%,
88,2019,2019-10-31,8,9,27.363,SFO,@,ARI,W 28-25,*,28,37,75.68,317,4,0,136.9,1,7,8.57,10.73,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
89,2019,2019-11-11,9,10,28.009,SFO,,SEA,L 24-27,*,24,46,52.17,248,1,1,66.2,5,33,5.39,4.85,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,83,100%,0,0%,0,0%,
90,2019,2019-11-17,10,11,28.015,SFO,,ARI,W 36-26,*,34,45,75.56,424,4,2,115.4,2,16,9.42,9.20,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,
91,2019,2019-11-24,11,12,28.022,SFO,,GNB,W 37-8,*,14,20,70.00,253,2,0,145.8,3,26,12.65,14.65,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-1,0,48,100%,0,0%,0,0%,
92,2019,2019-12-01,12,13,28.029,SFO,@,BAL,L 17-20,*,15,21,71.43,165,1,0,110.2,2,8,7.86,8.81,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,57,100%,0,0%,0,0%,
93,2019,2019-12-08,13,14,28.036,SFO,@,NOR,W 48-46,*,26,35,74.29,349,4,1,131.7,3,30,9.97,10.97,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
94,2019,2019-12-15,14,15,28.043,SFO,,ATL,L 22-29,*,22,34,64.71,200,1,0,90.3,1,7,5.88,6.47,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
95,2019,2019-12-21,15,16,28.049,SFO,,LAR,W 34-31,*,16,27,59.26,248,1,2,71.2,6,33,9.19,6.59,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,1,0,0,2,0,0,57,100%,0,0%,0,0%,
96,2019,2019-12-29,16,17,28.057,SFO,@,SEA,W 26-21,*,18,22,81.82,285,0,0,118.7,2,15,12.95,12.95,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,50,100%,0,0%,0,0%,
97,2020,2020-09-13,1,1,28.316,SFO,,ARI,L 20-24,*,19,33,57.58,259,2,0,103.0,3,16,7.85,9.06,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,
98,2020,2020-09-20,2,2,28.323,SFO,@,NYJ,W 31-13,*,14,16,87.50,131,2,0,140.4,1,8,8.19,10.69,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,32,52%,0,0%,0,0%,
99,2020,2020-09-27,3,3,,SFO,@,NYG,W 36-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
100,2020,2020-10-04,4,4,,SFO,,PHI,L 20-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
101,2020,2020-10-11,5,5,28.344,SFO,,MIA,L 17-43,*,7,17,41.18,77,0,2,15.7,3,23,4.53,-0.76,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,31,48%,0,0%,0,0%,
102,2020,2020-10-18,6,6,28.351,SFO,,LAR,W 24-16,*,23,33,69.70,268,3,0,124.3,0,0,8.12,9.94,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,
103,2020,2020-10-25,7,7,28.358,SFO,@,NWE,W 33-6,*,20,25,80.00,277,0,2,79.5,1,7,11.08,7.48,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,
104,2020,2020-11-01,8,8,28.365,SFO,@,SEA,L 27-37,*,11,16,68.75,84,0,1,55.2,3,23,5.25,2.44,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,41,59%,0,0%,0,0%,
105,2020,2020-11-05,9,9,,SFO,,GNB,L 17-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
106,2020,2020-11-15,10,10,,SFO,@,NOR,L 13-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
107,2020,2020-11-29,11,12,,SFO,@,LAR,W 23-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
108,2020,2020-12-07,12,13,,SFO,,BUF,L 24-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
109,2020,2020-12-13,13,14,,SFO,,WAS,L 15-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
110,2020,2020-12-20,14,15,,SFO,@,DAL,L 33-41,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
111,2020,2020-12-26,15,16,,SFO,@,ARI,W 20-12,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
112,2020,2021-01-03,16,17,,SFO,,SEA,L 23-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
113,2021,2021-09-12,1,1,29.314,SFO,@,DET,W 41-33,*,17,25,68.00,314,1,0,124.2,1,8,12.56,13.36,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,2,0,51,93%,0,0%,0,0%,
114,2021,2021-09-19,2,2,29.321,SFO,@,PHI,W 17-11,*,22,30,73.33,189,1,0,100.6,0,0,6.30,6.97,11,20,1.82,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,0,0,70,100%,0,0%,0,0%,
115,2021,2021-09-26,3,3,29.328,SFO,,GNB,L 28-30,*,25,40,62.50,257,2,1,87.2,4,26,6.43,6.30,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,1,9,0,67,96%,0,0%,0,0%,
116,2021,2021-10-03,4,4,29.335,SFO,,SEA,L 21-28,*,14,23,60.87,165,1,1,79.1,1,7,7.17,6.09,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,37,49%,0,0%,0,0%,
117,2021,2021-10-10,5,5,,SFO,@,ARI,L 10-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
118,2021,2021-10-24,6,7,29.356,SFO,,IND,L 18-30,*,16,27,59.26,181,1,2,60.9,2,12,6.70,4.11,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,2,0,56,100%,0,0%,0,0%,
119,2021,2021-10-31,7,8,29.363,SFO,@,CHI,W 33-22,*,17,28,60.71,322,0,0,100.6,0,0,11.50,11.50,5,4,0.80,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,56,100%,0,0%,0,0%,
120,2021,2021-11-07,8,9,30.005,SFO,,ARI,L 17-31,*,28,40,70.00,326,2,1,100.6,5,28,8.15,8.03,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,
121,2021,2021-11-15,9,10,30.013,SFO,,LAR,W 31-10,*,15,19,78.95,182,2,0,141.7,1,3,9.58,11.68,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,
122,2021,2021-11-21,10,11,30.019,SFO,@,JAX,W 30-10,*,16,22,72.73,176,2,0,126.3,2,14,8.00,9.82,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,
123,2021,2021-11-28,11,12,30.026,SFO,,MIN,W 34-26,*,17,26,65.38,230,1,1,90.2,2,15,8.85,7.88,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
124,2021,2021-12-05,12,13,30.033,SFO,@,SEA,L 23-30,*,20,30,66.67,299,2,2,93.6,1,5,9.97,8.30,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,
125,2021,2021-12-12,13,14,30.040,SFO,@,CIN,W 26-23,*,27,41,65.85,296,2,0,103.3,5,41,7.22,8.20,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,71,100%,0,0%,0,0%,
126,2021,2021-12-19,14,15,30.047,SFO,,ATL,W 31-13,*,18,23,78.26,235,1,0,123.7,0,0,10.22,11.09,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-1,0,57,100%,0,0%,0,0%,
