Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
16,2021,2021-11-25,11,12,,DET,,CHI,L 14-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2021,2021-12-05,12,13,,DET,,MIN,W 29-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2021,2021-12-12,13,14,25.180,DET,@,DEN,L 10-38,,11,83,7.55,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,46%,0,0%,0,0%,
19,2021,2021-12-19,14,15,25.187,DET,,ARI,W 30-12,*,26,112,4.31,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,65%,0,0%,0,0%,
20,2021,2021-12-26,15,16,25.194,DET,@,ATL,L 16-20,,11,29,2.64,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,40%,0,0%,10,44%,
21,2021,2022-01-02,16,17,25.201,DET,@,SEA,L 29-51,,4,4,1.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,22%,0,0%,19,59%,
22,2021,2022-01-09,17,18,25.208,DET,,GNB,W 37-30,*,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,10%,0,0%,18,64%,
23,2022,2022-09-11,1,1,26.088,DET,,PHI,L 35-38,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,14,45%,
24,2022,2022-09-18,2,2,26.095,DET,,WAS,W 36-27,,3,16,5.33,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,15%,0,0%,11,34%,
25,2022,2022-09-25,3,3,26.102,DET,@,MIN,L 24-28,,6,13,2.17,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,17%,0,0%,8,29%,
26,2022,2022-10-02,4,4,26.109,DET,,SEA,L 45-48,,2,30,15.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,32%,0,0%,12,36%,
27,2022,2022-10-09,5,5,26.116,DET,@,NWE,L 0-29,,6,24,4.00,0,3,3,68,22.67,0,100.0%,22.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,47%,0,0%,12,63%,
28,2022,2022-10-23,6,7,26.130,DET,@,DAL,L 6-24,,4,12,3.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,34%,0,0%,15,68%,
29,2022,2022-10-30,7,8,26.137,DET,,MIA,L 27-31,,2,7,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,10,40%,
30,2022,2022-11-06,8,9,26.144,DET,,GNB,W 15-9,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,2,15%,
31,2022,2022-11-13,9,10,,DET,@,CHI,W 31-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2022,2022-11-20,10,11,,DET,@,NYG,W 31-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2022,2022-11-24,11,12,,DET,,BUF,L 25-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2022-12-04,12,13,,DET,,JAX,W 40-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,2022,2022-12-11,13,14,,DET,,MIN,W 34-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,2022,2022-12-18,14,15,,DET,@,NYJ,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
37,2022,2022-12-24,15,16,,DET,@,CAR,L 23-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2022,2023-01-01,16,17,26.200,DET,,CHI,W 41-10,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,13,18%,0,0%,21,70%,
39,2022,2023-01-08,17,18,,DET,@,GNB,W 20-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,2023,2023-09-07,1,1,27.084,DET,@,KAN,W 21-20,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,16,59%,
41,2023,2023-09-17,2,2,27.094,DET,,SEA,L 31-37,,3,7,2.33,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,15%,0,0%,11,39%,
42,2023,2023-09-24,3,3,27.101,DET,,ATL,W 20-6,,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,20,29%,0,0%,13,48%,
43,2023,2023-09-28,4,4,27.105,DET,@,GNB,W 34-20,,0,0,,0,0,0,0,,0,0.0%,,1,28,28.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,1%,0,0%,20,67%,
44,2023,2023-10-08,5,5,27.115,DET,,CAR,W 42-24,,7,52,7.43,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,13,22%,0,0%,4,15%,
45,2023,2023-10-15,6,6,27.122,DET,@,TAM,W 20-6,,10,15,1.50,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,61%,0,0%,4,16%,
46,2023,2023-10-22,7,7,27.129,DET,@,BAL,L 6-38,,3,16,5.33,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,9%,0,0%,1,5%,
47,2023,2023-10-30,8,8,27.137,DET,,LVR,W 26-14,,14,74,5.29,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,24,28%,0,0%,1,4%,
48,2023,2023-11-12,9,10,27.150,DET,@,LAC,W 41-38,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,15,50%,
49,2023,2023-11-19,10,11,27.157,DET,,CHI,W 31-26,,0,0,,0,0,0,0,,0,0.0%,,1,31,31.00,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,2,3%,0,0%,15,58%,
50,2023,2023-11-23,11,12,27.161,DET,,GNB,L 22-29,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,1%,0,0%,13,57%,
51,2023,2023-12-03,12,13,27.171,DET,@,NOR,W 33-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,2,3%,0,0%,17,57%,
52,2023,2023-12-10,13,14,27.178,DET,@,CHI,L 13-28,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,17,71%,
53,2023,2023-12-16,14,15,27.184,DET,,DEN,W 42-17,,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,17,59%,
54,2023,2023-12-24,15,16,27.192,DET,@,MIN,W 30-24,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,15,58%,
55,2023,2023-12-30,16,17,27.198,DET,@,DAL,L 19-20,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,19,73%,
56,2023,2024-01-07,17,18,27.206,DET,,MIN,W 30-20,,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,4%,0,0%,13,46%,
57,2024,2024-09-08,1,1,28.085,DET,,LAR,W 26-20,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,18,69%,
58,2024,2024-09-15,2,2,28.092,DET,,TAM,L 16-20,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,18,70%,
59,2024,2024-09-22,3,3,28.099,DET,@,ARI,W 20-13,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,14,61%,
60,2024,2024-09-30,4,4,28.107,DET,,SEA,W 42-29,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,4%,0,0%,19,66%,
61,2024,2024-10-13,5,6,28.120,DET,@,DAL,W 47-9,,6,21,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,11,16%,0,0%,16,57%,
62,2024,2024-10-20,6,7,28.127,DET,@,MIN,W 31-29,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,4%,0,0%,21,68%,
63,2024,2024-10-27,7,8,28.134,DET,,TEN,W 52-14,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,13%,0,0%,21,64%,
64,2024,2024-11-03,8,9,28.141,DET,@,GNB,W 24-14,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,9,41%,
65,2024,2024-11-10,9,10,28.148,DET,@,HOU,W 26-23,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,20,67%,
66,2024,2024-11-17,10,11,28.155,DET,,JAX,W 52-6,,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,15,58%,
67,2024,2024-11-24,11,12,28.162,DET,@,IND,W 24-6,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4%,0,0%,18,75%,
