Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
11,2022,2022-11-20,11,11,,ATL,,CHI,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2022,2022-11-27,12,12,,ATL,@,WAS,L 13-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2022,2022-12-04,13,13,,ATL,,PIT,L 16-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2022,2022-12-18,14,15,,ATL,@,NOR,L 18-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2022,2022-12-24,15,16,,ATL,@,BAL,L 9-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2022,2023-01-01,16,17,,ATL,,ARI,W 20-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2022,2023-01-08,17,18,,ATL,,TAM,W 30-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2023,2023-09-10,1,1,,ATL,,CAR,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2023,2023-09-17,2,2,23.192,ATL,,GNB,W 25-24,,,,,,,0.0%,,,,,,,,1,1%,0,0%,0,0%,
20,2023,2023-09-24,3,3,23.199,ATL,@,DET,L 6-20,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,0,0%,0,0%,6,22%,
21,2023,2023-10-01,4,4,23.206,ATL,@,JAX,L 7-23,,,,,,,0.0%,,,,,,,,1,2%,0,0%,6,27%,
22,2023,2023-10-08,5,5,23.213,ATL,,HOU,W 21-19,,,,,,,0.0%,,,,,,,,1,1%,0,0%,11,38%,
23,2023,2023-10-15,6,6,,ATL,,WAS,L 16-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2023,2023-10-22,7,7,,ATL,@,TAM,W 16-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2023,2023-10-29,8,8,23.234,ATL,@,TEN,L 23-28,,0,0,0,,0,0.0%,,0.0,2,0,2,0,0,0,0%,0,0%,19,54%,
26,2023,2023-11-05,9,9,23.241,ATL,,MIN,L 28-31,,,,,,,0.0%,,,,,,,,0,0%,0,0%,12,36%,
27,2023,2023-11-12,10,10,23.248,ATL,@,ARI,L 23-25,,,,,,,0.0%,,,,,,,,5,7%,0,0%,10,38%,
28,2023,2023-11-26,11,12,,ATL,,NOR,W 24-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2023,2023-12-03,12,13,,ATL,@,NYJ,W 13-8,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2023,2023-12-10,13,14,23.276,ATL,,TAM,L 25-29,,,,,,,0.0%,,,,,,,,0,0%,0,0%,11,34%,
31,2023,2023-12-17,14,15,,ATL,@,CAR,L 7-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,2023,2023-12-24,15,16,,ATL,,IND,W 29-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,2023,2023-12-31,16,17,,ATL,@,CHI,L 17-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,2023,2024-01-07,17,18,23.304,ATL,@,NOR,L 17-48,,1,1,12,12.00,0,100.0%,12.00,0.0,0,0,0,0,0,10,16%,0,0%,8,25%,
35,2024,2024-09-08,1,1,,ATL,,PIT,L 10-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,2024,2024-09-16,2,2,,ATL,@,PHI,W 22-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,2024,2024-09-22,3,3,,ATL,,KAN,L 17-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,2024,2024-09-29,4,4,,ATL,,NOR,W 26-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
39,2024,2024-10-03,5,5,,ATL,,TAM,W 36-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
40,2024,2024-10-13,6,6,,GNB,,ARI,W 34-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2024,2024-10-20,7,7,,GNB,,HOU,W 24-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,2024,2024-10-27,8,8,24.232,GNB,@,JAX,W 30-27,,,,,,,0.0%,,,,,,,,6,9%,0,0%,6,18%,
43,2024,2024-11-03,9,9,24.239,GNB,,DET,L 14-24,,,,,,,0.0%,,,,,,,,1,2%,0,0%,5,23%,
44,2024,2024-11-17,10,11,24.253,GNB,@,CHI,W 20-19,,,,,,,0.0%,,,,,,,,3,7%,0,0%,5,28%,
45,2024,2024-11-24,11,12,24.260,GNB,,SFO,W 38-10,,1,1,2,2.00,0,100.0%,2.00,0.0,0,0,0,0,0,14,19%,0,0%,4,16%,
