Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
65,2021,2022-01-02,16,17,,DAL,,ARI,L 22-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,2021,2022-01-08,17,18,28.048,DAL,@,PHI,W 51-26,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,3,-4,-1.33,0,0,0,0,0,0,0,11,18%,0,0%,0,0%,
67,2022,2022-09-11,1,1,28.294,DAL,,TAM,L 3-19,,7,13,53.85,64,0,0,67.5,2,12,4.92,4.92,0,0,,0,0,0,0,0,0,0,16,23%,0,0%,0,0%,
68,2022,2022-09-18,2,2,28.301,DAL,,CIN,W 20-17,*,19,31,61.29,235,1,0,95.5,1,5,7.58,8.23,1,2,2.00,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
69,2022,2022-09-26,3,3,28.309,DAL,@,NYG,W 23-16,*,21,31,67.74,215,1,0,98.2,0,0,6.94,7.58,2,-2,-1.00,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
70,2022,2022-10-02,4,4,28.315,DAL,,WAS,W 25-10,*,15,27,55.56,223,2,0,107.5,1,6,8.26,9.74,2,7,3.50,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,
71,2022,2022-10-09,5,5,28.322,DAL,@,LAR,W 22-10,*,10,16,62.50,102,0,0,80.7,3,26,6.38,6.38,4,-1,-0.25,0,2,0,0,1,0,0,55,100%,0,0%,0,0%,
72,2022,2022-10-16,6,6,28.329,DAL,@,PHI,L 17-26,*,18,38,47.37,181,1,3,37.3,0,0,4.76,1.74,0,0,,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,
73,2022,2022-10-23,7,7,,DAL,,DET,W 24-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
74,2022,2022-10-30,8,8,,DAL,,CHI,W 49-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
75,2022,2022-11-13,9,10,,DAL,@,GNB,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
76,2022,2022-11-20,10,11,28.364,DAL,@,MIN,W 40-3,,4,5,80.00,31,0,0,92.5,0,0,6.20,6.20,0,0,,0,0,0,0,0,0,0,8,11%,0,0%,0,0%,
77,2022,2022-11-24,11,12,,DAL,,NYG,W 28-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
78,2022,2022-12-04,12,13,29.013,DAL,,IND,W 54-19,,,,,,,,,,,,,,,,,,,,,,,3,4%,0,0%,0,0%,
79,2022,2022-12-11,13,14,,DAL,,HOU,W 27-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
80,2022,2022-12-18,14,15,,DAL,@,JAX,L 34-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
81,2022,2022-12-24,15,16,,DAL,,PHI,W 40-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
82,2022,2022-12-29,16,17,,DAL,@,TEN,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
83,2022,2023-01-08,17,18,29.048,DAL,@,WAS,L 6-26,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,6,9%,0,0%,0,0%,
84,2023,2023-09-10,1,1,29.293,DAL,@,NYG,W 40-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,0,0,7,12%,0,0%,0,0%,
85,2023,2023-09-17,2,2,,DAL,,NYJ,W 30-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
86,2023,2023-09-24,3,3,,DAL,@,ARI,L 16-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
87,2023,2023-10-01,4,4,29.314,DAL,,NWE,W 38-3,,2,2,100.00,20,0,0,108.3,0,0,10.00,10.00,3,-2,-0.67,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,
88,2023,2023-10-08,5,5,29.321,DAL,@,SFO,L 10-42,,2,2,100.00,8,0,0,83.3,1,8,4.00,4.00,1,-2,-2.00,0,0,0,0,0,0,0,10,20%,0,0%,0,0%,
89,2023,2023-10-16,6,6,,DAL,@,LAC,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
90,2023,2023-10-29,7,8,29.342,DAL,,LAR,W 43-20,,2,3,66.67,3,0,0,70.1,0,0,1.00,1.00,3,-3,-1.00,0,0,0,0,0,0,0,9,14%,0,0%,0,0%,
91,2023,2023-11-05,8,9,,DAL,@,PHI,L 23-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
92,2023,2023-11-12,9,10,29.356,DAL,,NYG,W 49-17,,7,9,77.78,68,0,1,58.6,0,0,7.56,2.56,2,5,2.50,0,0,0,0,0,0,0,18,23%,0,0%,0,0%,
93,2023,2023-11-19,10,11,29.363,DAL,@,CAR,W 33-10,,2,3,66.67,15,0,0,78.5,0,0,5.00,5.00,3,-3,-1.00,0,0,0,0,0,0,0,11,15%,0,0%,0,0%,
94,2023,2023-11-23,11,12,,DAL,,WAS,W 45-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
95,2023,2023-11-30,12,13,,DAL,,SEA,W 41-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
96,2023,2023-12-10,13,14,,DAL,,PHI,W 33-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
97,2023,2023-12-17,14,15,,DAL,@,BUF,L 10-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
98,2023,2023-12-24,15,16,,DAL,@,MIA,L 20-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
99,2023,2023-12-30,16,17,,DAL,,DET,W 20-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
100,2023,2024-01-07,17,18,30.047,DAL,@,WAS,W 38-10,,3,4,75.00,30,0,0,95.8,0,0,7.50,7.50,0,0,,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,
101,2024,2024-09-08,1,1,30.292,DAL,@,CLE,W 33-17,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,
102,2024,2024-09-15,2,2,30.299,DAL,,NOR,L 19-44,,1,3,33.33,6,0,0,42.4,0,0,2.00,2.00,0,0,,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,
103,2024,2024-09-22,3,3,,DAL,,BAL,L 25-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
104,2024,2024-09-26,4,4,,DAL,@,NYG,W 20-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
105,2024,2024-10-06,5,5,,DAL,@,PIT,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
106,2024,2024-10-13,6,6,30.327,DAL,,DET,L 9-47,,8,11,72.73,46,0,1,42.2,0,0,4.18,0.09,1,2,2.00,0,0,0,0,0,0,0,18,26%,0,0%,0,0%,
107,2024,2024-10-27,7,8,,DAL,@,SFO,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
108,2024,2024-11-03,8,9,30.348,DAL,@,ATL,L 21-27,,13,25,52.00,115,1,0,77.9,0,0,4.60,5.40,1,4,4.00,0,1,0,0,1,0,0,30,39%,0,0%,0,0%,
109,2024,2024-11-10,9,10,30.355,DAL,,PHI,L 6-34,*,13,23,56.52,45,0,0,61.7,1,10,1.96,1.96,2,2,1.00,0,2,2,0,0,-3,0,45,75%,0,0%,0,0%,
110,2024,2024-11-18,10,11,30.363,DAL,,HOU,L 10-34,*,32,55,58.18,354,1,1,75.9,5,34,6.44,5.98,2,2,1.00,0,2,0,0,1,-5,0,83,100%,0,0%,0,0%,
