Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
33,2021,2022-01-08,17,18,,DAL,@,PHI,W 51-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2022-09-11,1,1,24.089,DAL,,TAM,L 3-19,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,17,71%,
35,2022,2022-09-18,2,2,24.096,DAL,,CIN,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,2%,0,0%,18,69%,
36,2022,2022-09-26,3,3,24.104,DAL,@,NYG,W 23-16,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,2,3%,0,0%,17,59%,
37,2022,2022-10-02,4,4,24.110,DAL,,WAS,W 25-10,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,20,67%,
38,2022,2022-10-09,5,5,24.117,DAL,@,LAR,W 22-10,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,21,70%,
39,2022,2022-10-16,6,6,,DAL,@,PHI,L 17-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
40,2022,2022-10-23,7,7,,DAL,,DET,W 24-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
41,2022,2022-10-30,8,8,,DAL,,CHI,W 49-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,2022,2022-11-13,9,10,,DAL,@,GNB,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
43,2022,2022-11-20,10,11,,DAL,@,MIN,W 40-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
44,2022,2022-11-24,11,12,,DAL,,NYG,W 28-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,2022,2022-12-04,12,13,,DAL,,IND,W 54-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
46,2022,2022-12-11,13,14,,DAL,,HOU,W 27-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
47,2022,2022-12-18,14,15,,DAL,@,JAX,L 34-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
48,2022,2022-12-24,15,16,,DAL,,PHI,W 40-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
49,2022,2022-12-29,16,17,,DAL,@,TEN,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
50,2022,2023-01-08,17,18,,DAL,@,WAS,L 6-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,2023,2023-09-10,1,1,25.088,DAL,@,NYG,W 40-0,,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,16%,0,0%,8,33%,
52,2023,2023-09-17,2,2,25.095,DAL,,NYJ,W 30-10,,7,26,3.71,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,21%,0,0%,12,43%,
53,2023,2023-09-24,3,3,25.102,DAL,@,ARI,L 16-28,,4,21,5.25,0,3,3,25,8.33,1,100.0%,8.33,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,11,14%,0,0%,11,44%,
54,2023,2023-10-01,4,4,25.109,DAL,,NWE,W 38-3,,3,9,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,7,27%,
55,2023,2023-10-08,5,5,25.116,DAL,@,SFO,L 10-42,,5,15,3.00,0,1,0,0,,0,0.0%,0.00,2,35,17.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,20%,0,0%,10,37%,
56,2023,2023-10-16,6,6,25.124,DAL,@,LAC,W 20-17,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,16%,0,0%,1,4%,
57,2023,2023-10-29,7,8,25.137,DAL,,LAR,W 43-20,,5,18,3.60,0,2,2,7,3.50,0,100.0%,3.50,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,9,30%,
58,2023,2023-11-05,8,9,25.144,DAL,@,PHI,L 23-28,,2,8,4.00,0,0,0,0,,0,0.0%,,1,31,31.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,19%,0,0%,9,38%,
59,2023,2023-11-12,9,10,25.151,DAL,,NYG,W 49-17,,12,79,6.58,1,0,0,0,,0,0.0%,,1,11,11.00,0,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,22,28%,0,0%,11,36%,
60,2023,2023-11-19,10,11,25.158,DAL,@,CAR,W 33-10,,8,23,2.88,0,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,29%,0,0%,1,4%,
61,2023,2023-11-23,11,12,25.162,DAL,,WAS,W 45-10,,3,11,3.67,0,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,12,22%,0,0%,1,4%,
62,2023,2023-11-30,12,13,25.169,DAL,,SEA,W 41-35,,5,15,3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,18%,0,0%,0,0%,
63,2023,2023-12-10,13,14,25.179,DAL,,PHI,W 33-13,,12,46,3.83,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,28%,0,0%,0,0%,
64,2023,2023-12-17,14,15,25.186,DAL,@,BUF,L 10-31,,3,4,1.33,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,26%,0,0%,0,0%,
65,2023,2023-12-24,15,16,25.193,DAL,@,MIA,L 20-22,,2,4,2.00,0,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,4,15%,
66,2023,2023-12-30,16,17,,DAL,,DET,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,2023,2024-01-07,17,18,25.207,DAL,@,WAS,W 38-10,,9,46,5.11,0,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,36%,0,0%,1,5%,
68,2024,2024-09-08,1,1,26.086,DAL,@,CLE,W 33-17,,8,26,3.25,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,44%,0,0%,0,0%,
69,2024,2024-09-15,2,2,26.093,DAL,,NOR,L 19-44,*,7,30,4.29,0,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,43%,0,0%,0,0%,
70,2024,2024-09-22,3,3,26.100,DAL,,BAL,L 25-28,*,8,32,4.00,0,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,46%,0,0%,0,0%,
71,2024,2024-09-26,4,4,26.104,DAL,@,NYG,W 20-15,*,11,46,4.18,0,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,25,45%,0,0%,0,0%,
72,2024,2024-10-06,5,5,26.114,DAL,@,PIT,W 20-17,*,20,87,4.35,0,2,2,27,13.50,1,100.0%,13.50,0,0,,0,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,38,50%,0,0%,0,0%,
73,2024,2024-10-13,6,6,26.121,DAL,,DET,L 9-47,*,5,25,5.00,0,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,28%,0,0%,0,0%,
