Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
23,2022,2022-09-18,2,2,24.112,ARI,@,LVR,W 29-23,*,4,4,55,13.75,1,100.0%,13.75,0,0,,0,0,0,,0,2,21,10.50,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,62,71%,0,0%,3,14%,
24,2022,2022-09-25,3,3,24.119,ARI,,LAR,L 12-20,,10,9,80,8.89,0,90.0%,8.00,0,0,,0,0,0,,0,3,12,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,81%,0,0%,3,12%,
25,2022,2022-10-02,4,4,24.126,ARI,@,CAR,W 26-16,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,3,12,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,36%,0,0%,6,26%,
26,2022,2022-10-09,5,5,24.133,ARI,,PHI,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,5,20%,
27,2022,2022-10-16,6,6,24.140,ARI,@,SEA,L 9-19,,0,0,0,,0,0.0%,,0,0,,0,2,44,22.00,0,3,15,5.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,12,46%,
28,2022,2022-10-20,7,7,24.144,ARI,,NOR,W 42-34,,1,1,5,5.00,1,100.0%,5.00,1,1,1.00,0,2,48,24.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,35,53%,0,0%,12,38%,
29,2022,2022-10-30,8,8,24.154,ARI,@,MIN,L 26-34,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,1,18,18.00,0,3,13,4.33,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,20,26%,0,0%,14,47%,
30,2022,2022-11-06,9,9,24.161,ARI,,SEA,L 21-31,,1,1,0,0.00,0,100.0%,0.00,1,3,3.00,0,4,81,20.25,0,2,7,3.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,15,56%,
31,2022,2022-11-13,10,10,24.168,ARI,@,LAR,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0,3,40,13.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,6,21%,
32,2022,2022-11-21,11,11,24.176,ARI,,SFO,L 10-38,,10,9,103,11.44,0,90.0%,10.30,0,0,,0,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,11,42%,
33,2022,2022-11-27,12,12,,ARI,,LAC,L 24-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,2022,2022-12-12,13,14,24.197,ARI,,NWE,L 13-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,17,8.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,5%,0,0%,8,31%,
35,2022,2022-12-18,14,15,24.203,ARI,@,DEN,L 15-24,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,2,11,5.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,16,57%,
36,2022,2022-12-25,15,16,24.210,ARI,,TAM,L 16-19,*,11,10,98,9.80,0,90.9%,8.91,3,25,8.33,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,76%,0,0%,0,0%,
37,2022,2023-01-01,16,17,24.217,ARI,@,ATL,L 19-20,*,10,4,15,3.75,0,40.0%,1.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,81%,0,0%,0,0%,
38,2022,2023-01-08,17,18,24.224,ARI,@,SFO,L 13-38,,4,4,30,7.50,0,100.0%,7.50,2,15,7.50,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,
39,2023,2023-09-10,1,1,25.104,ARI,@,WAS,L 16-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,24,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,40%,
40,2023,2023-09-17,2,2,25.111,ARI,,NYG,L 28-31,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,32%,
41,2023,2023-09-24,3,3,25.118,ARI,,DAL,W 28-16,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,2,19,9.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,7,28%,
42,2023,2023-10-01,4,4,25.125,ARI,@,SFO,L 16-35,,0,0,0,,0,0.0%,,0,0,,0,1,13,13.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1%,0,0%,11,50%,
43,2023,2023-10-08,5,5,25.132,ARI,,CIN,L 20-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,22,11.00,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,2%,0,0%,12,44%,
44,2023,2023-10-15,6,6,25.139,ARI,@,LAR,L 9-26,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,21%,0,0%,11,41%,
45,2023,2023-10-22,7,7,25.146,ARI,@,SEA,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,2,28,14.00,0,2,8,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6%,0,0%,10,42%,
46,2023,2023-10-29,8,8,,ARI,,BAL,L 24-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2023,2023-11-05,9,9,25.160,ARI,@,CLE,L 0-27,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,2,25,12.50,0,4,48,12.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,42%,0,0%,12,43%,
48,2023,2023-11-12,10,10,25.167,ARI,,ATL,W 25-23,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,2,56,28.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,10,38%,
49,2023,2023-11-19,11,11,25.174,ARI,@,HOU,L 16-21,,8,6,76,12.67,0,75.0%,9.50,0,0,,0,1,23,23.00,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,75%,0,0%,6,33%,
50,2023,2023-11-26,12,12,25.181,ARI,,LAR,L 14-37,,9,3,27,9.00,1,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,76%,0,0%,9,32%,
51,2023,2023-12-03,13,13,25.188,ARI,@,PIT,W 24-10,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,1,24,24.00,0,3,24,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,69%,0,0%,7,29%,
52,2023,2023-12-17,14,15,25.202,ARI,,SFO,L 29-45,,3,2,15,7.50,0,66.7%,5.00,1,5,5.00,0,0,0,,0,1,0,0.00,0,0,0,0.0,1,0,1,0,0,0,0,0,1,-3,0,48,65%,0,0%,12,39%,
53,2023,2023-12-24,15,16,25.209,ARI,@,CHI,L 16-27,*,5,2,45,22.50,1,40.0%,9.00,0,0,,0,3,87,29.00,0,1,4,4.00,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,79%,0,0%,12,41%,
54,2023,2023-12-31,16,17,25.216,ARI,@,PHI,W 35-31,*,7,7,82,11.71,0,100.0%,11.71,0,0,,0,3,74,24.67,0,2,29,14.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,82%,0,0%,8,32%,
55,2023,2024-01-07,17,18,25.223,ARI,,SEA,L 20-21,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,1,17,17.00,0,3,22,7.33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,67%,0,0%,9,35%,
56,2024,2024-09-08,1,1,26.102,ARI,@,BUF,L 28-34,*,8,6,47,7.83,0,75.0%,5.88,1,4,4.00,0,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,61%,0,0%,3,11%,
57,2024,2024-09-15,2,2,26.109,ARI,,LAR,W 41-10,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,2,30,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,35%,0,0%,4,16%,
58,2024,2024-09-22,3,3,26.116,ARI,,DET,L 13-20,,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,66%,0,0%,5,22%,
59,2024,2024-09-29,4,4,26.123,ARI,,WAS,L 14-42,,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,73%,0,0%,1,4%,
60,2024,2024-10-06,5,5,26.130,ARI,@,SFO,W 24-23,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,1,27,27.00,0,1,1,1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,41%,0,0%,2,8%,
61,2024,2024-10-13,6,6,26.137,ARI,@,GNB,L 13-34,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,1,29,29.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,36,62%,0,0%,3,11%,
62,2024,2024-10-21,7,7,26.145,ARI,,LAC,W 17-15,,2,1,5,5.00,1,50.0%,2.50,0,0,,0,1,31,31.00,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,17,30%,0,0%,9,41%,
63,2024,2024-10-27,8,8,26.151,ARI,@,MIA,W 28-27,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,38%,0,0%,7,27%,
64,2024,2024-11-03,9,9,26.158,ARI,,CHI,W 29-9,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,65,16.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,38%,0,0%,8,29%,
65,2024,2024-11-10,10,10,26.165,ARI,,NYJ,W 31-6,*,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,25%,0,0%,5,28%,
66,2024,2024-11-24,11,12,26.179,ARI,@,SEA,L 6-16,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,1,19,19.00,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,21%,0,0%,9,38%,
